5.43402230842517042e-1,4.32083741696999979e-1,3.77918374109844579e-1,3.85688930572463395e-1,3.23128980822316503e-1,3.53569961255193854e-1,-3.66313923816364129e-1,-3.89187033927177850e-1,-3.73595715239261772e-1,-4.08564047218144932e-1,-4.37067903106888200e-1,-4.41063595991498469e-1
4.32083741696999868e-1,5.13143085262095733e-1,4.06037591688026500e-1,3.92904072694353290e-1,3.23405869919313360e-1,3.31551060901985217e-1,-3.63253547008097255e-1,-3.86405951457729657e-1,-3.71112292286143231e-1,-4.05783058421428089e-1,-4.34287420917475353e-1,-4.38283152071900384e-1
3.77918374109844357e-1,4.06037591688026278e-1,5.00903658553730757e-1,3.93655638974382438e-1,2.81957175799480264e-1,2.93558294698735345e-1,-3.37614641015690331e-1,-3.62202717772982352e-1,-3.48434171468231135e-1,-3.81582304385088278e-1,-4.10100077486089620e-1,-4.14096821696117945e-1
3.85688930572463173e-1,3.92904072694353179e-1,3.93655638974382549e-1,6.23040244026156431e-1,3.38854227211562054e-1,3.36241980622437542e-1,-3.75638798111772754e-1,-3.98288472751531397e-1,-3.82459026450551798e-1,-4.17665411104313489e-1,-4.46168861707213649e-1,-4.50164523975971953e-1
3.23128980822316503e-1,3.23405869919313471e-1,2.81957175799480486e-1,3.38854227211562276e-1,5.55376088170364657e-1,4.52515425996070475e-1,-3.47362193418753462e-1,-3.65808844184755733e-1,-3.45494085488596558e-1,-3.85186677698398816e-1,-4.13694969571795579e-1,-4.17690997556807719e-1
3.53569961255193854e-1,3.31551060901985328e-1,2.93558294698735567e-1,3.36241980622437764e-1,4.52515425996070475e-1,6.44976893281220987e-1,-3.68935545772315077e-1,-3.88660933199685033e-1,-3.69714911314216799e-1,-4.08036890773653182e-1,-4.36535037061159981e-1,-4.40530298634614126e-1
-3.66313923816364184e-1,-3.63253547008097311e-1,-3.37614641015690387e-1,-3.75638798111772809e-1,-3.47362193418753518e-1,-3.68935545772315132e-1,4.54547140820168116e-1,3.72675511429138739e-1,3.29500302148277691e-1,3.34461372846974359e-1,3.27896957351488383e-1,3.40037364546946330e-1
-3.89187033927177961e-1,-3.86405951457729824e-1,-3.62202717772982408e-1,-3.98288472751531564e-1,-3.65808844184755844e-1,-3.88660933199685033e-1,3.72675511429138684e-1,4.78159485354381630e-1,3.79751982906386010e-1,3.64535220511189861e-1,3.52305769813366421e-1,3.43125983279400193e-1
-3.73595715239261994e-1,-3.71112292286143397e-1,-3.48434171468231302e-1,-3.82459026450551964e-1,-3.45494085488596725e-1,-3.69714911314216965e-1,3.29500302148277691e-1,3.79751982906386065e-1,4.85538944067260059e-1,3.73742467937378087e-1,3.13149073524177146e-1,3.09127431663523411e-1
-4.08564047218144877e-1,-4.05783058421428089e-1,-3.81582304385088278e-1,-4.17665411104313433e-1,-3.85186677698398761e-1,-4.08036890773653127e-1,3.34461372846974414e-1,3.64535220511190028e-1,3.73742467937378142e-1,6.01501105196076691e-1,3.76681191073384825e-1,3.55897032036022687e-1
-4.37067903106888311e-1,-4.34287420917475464e-1,-4.10100077486089620e-1,-4.46168861707213704e-1,-4.13694969571795634e-1,-4.36535037061159925e-1,3.27896957351488383e-1,3.52305769813366587e-1,3.13149073524177202e-1,3.76681191073384825e-1,6.67279273599047151e-1,5.40542004489158678e-1
-4.41063595991498580e-1,-4.38283152071900550e-1,-4.14096821696118056e-1,-4.50164523975972120e-1,-4.17690997556807775e-1,-4.40530298634614126e-1,3.40037364546946275e-1,3.43125983279400248e-1,3.09127431663523355e-1,3.55897032036022576e-1,5.40542004489158678e-1,7.13099573911860296e-1
