5.20000000000000018e0,-4.00000000000000000e0,0.00000000000000000e0,0.00000000000000000e0,0.00000000000000000e0,-1.19999999999999996e0,0.00000000000000000e0,0.00000000000000000e0,0.00000000000000000e0,0.00000000000000000e0,0.00000000000000000e0,0.00000000000000000e0
-4.00000000000000000e0,7.79999999999999982e0,-3.00000000000000000e0,0.00000000000000000e0,-8.00000000000000044e-1,0.00000000000000000e0,0.00000000000000000e0,0.00000000000000000e0,0.00000000000000000e0,0.00000000000000000e0,0.00000000000000000e0,0.00000000000000000e0
0.00000000000000000e0,-3.00000000000000000e0,5.40000000000000036e0,-2.00000000000000000e0,0.00000000000000000e0,0.00000000000000000e0,-4.00000000000000022e-1,0.00000000000000000e0,0.00000000000000000e0,0.00000000000000000e0,0.00000000000000000e0,0.00000000000000000e0
0.00000000000000000e0,0.00000000000000000e0,-2.00000000000000000e0,3.00000000000000000e0,-1.00000000000000000e0,0.00000000000000000e0,0.00000000000000000e0,0.00000000000000000e0,0.00000000000000000e0,0.00000000000000000e0,0.00000000000000000e0,0.00000000000000000e0
0.00000000000000000e0,-8.00000000000000044e-1,0.00000000000000000e0,-1.00000000000000000e0,4.54999999999999982e0,-2.50000000000000000e0,0.00000000000000000e0,0.00000000000000000e0,-2.50000000000000000e-1,0.00000000000000000e0,0.00000000000000000e0,0.00000000000000000e0
-1.19999999999999996e0,0.00000000000000000e0,0.00000000000000000e0,0.00000000000000000e0,-2.50000000000000000e0,3.70000000000000018e0,0.00000000000000000e0,0.00000000000000000e0,0.00000000000000000e0,0.00000000000000000e0,0.00000000000000000e0,0.00000000000000000e0
0.00000000000000000e0,0.00000000000000000e0,-4.00000000000000022e-1,0.00000000000000000e0,0.00000000000000000e0,0.00000000000000000e0,5.60000000000000053e0,-4.00000000000000000e0,0.00000000000000000e0,0.00000000000000000e0,0.00000000000000000e0,-1.19999999999999996e0
0.00000000000000000e0,0.00000000000000000e0,0.00000000000000000e0,0.00000000000000000e0,0.00000000000000000e0,0.00000000000000000e0,-4.00000000000000000e0,7.79999999999999982e0,-3.00000000000000000e0,0.00000000000000000e0,-8.00000000000000044e-1,0.00000000000000000e0
0.00000000000000000e0,0.00000000000000000e0,0.00000000000000000e0,0.00000000000000000e0,-2.50000000000000000e-1,0.00000000000000000e0,0.00000000000000000e0,-3.00000000000000000e0,5.25000000000000000e0,-2.00000000000000000e0,0.00000000000000000e0,0.00000000000000000e0
0.00000000000000000e0,0.00000000000000000e0,0.00000000000000000e0,0.00000000000000000e0,0.00000000000000000e0,0.00000000000000000e0,0.00000000000000000e0,0.00000000000000000e0,-2.00000000000000000e0,3.00000000000000000e0,-1.00000000000000000e0,0.00000000000000000e0
0.00000000000000000e0,0.00000000000000000e0,0.00000000000000000e0,0.00000000000000000e0,0.00000000000000000e0,0.00000000000000000e0,0.00000000000000000e0,-8.00000000000000044e-1,0.00000000000000000e0,-1.00000000000000000e0,4.29999999999999982e0,-2.50000000000000000e0
0.00000000000000000e0,0.00000000000000000e0,0.00000000000000000e0,0.00000000000000000e0,0.00000000000000000e0,0.00000000000000000e0,-1.19999999999999996e0,0.00000000000000000e0,0.00000000000000000e0,0.00000000000000000e0,-2.50000000000000000e0,3.70000000000000018e0
